
=== LOADING SOUNDS ===
? ?m thanh: nhacnen.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhspawn.mp3
? ?m thanh: amthanhcull.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhbutton.mp3
=== SOUND LOADING DONE ===

? Kh?i ??ng nh?c n?n...
? Nh?c n?n ?ang ph?t (volume: 0.50)
Setup Done
Simulated Sec 1 | Algae: 1167 | Sardine: 190 | Crab: 20 | Shark: 22 | Total: 1402
Simulated Sec 34 | Algae: 190 | Sardine: 147 | Crab: 35 | Shark: 38 | Total: 759
Simulated Sec 35 | Algae: 175 | Sardine: 135 | Crab: 35 | Shark: 38 | Total: 744
Simulated Sec 36 | Algae: 158 | Sardine: 129 | Crab: 35 | Shark: 38 | Total: 736
Simulated Sec 37 | Algae: 147 | Sardine: 113 | Crab: 37 | Shark: 38 | Total: 729
Simulated Sec 38 | Algae: 136 | Sardine: 104 | Crab: 37 | Shark: 38 | Total: 723
Simulated Sec 39 | Algae: 124 | Sardine: 98 | Crab: 37 | Shark: 38 | Total: 715
Simulated Sec 40 | Algae: 118 | Sardine: 89 | Crab: 37 | Shark: 39 | Total: 710
Simulated Sec 41 | Algae: 112 | Sardine: 76 | Crab: 39 | Shark: 39 | Total: 707
Simulated Sec 42 | Algae: 109 | Sardine: 59 | Crab: 33 | Shark: 39 | Total: 704
Simulated Sec 43 | Algae: 107 | Sardine: 51 | Crab: 34 | Shark: 38 | Total: 702
Simulated Sec 44 | Algae: 106 | Sardine: 38 | Crab: 34 | Shark: 38 | Total: 701
Simulated Sec 45 | Algae: 103 | Sardine: 29 | Crab: 34 | Shark: 38 | Total: 698
Simulated Sec 46 | Algae: 103 | Sardine: 28 | Crab: 36 | Shark: 37 | Total: 699
Simulated Sec 47 | Algae: 100 | Sardine: 29 | Crab: 42 | Shark: 37 | Total: 699
Simulated Sec 48 | Algae: 96 | Sardine: 24 | Crab: 44 | Shark: 36 | Total: 699
Simulated Sec 49 | Algae: 92 | Sardine: 20 | Crab: 45 | Shark: 33 | Total: 698
Simulated Sec 50 | Algae: 91 | Sardine: 17 | Crab: 47 | Shark: 32 | Total: 696
Simulated Sec 51 | Algae: 88 | Sardine: 17 | Crab: 49 | Shark: 32 | Total: 691
Simulated Sec 52 | Algae: 84 | Sardine: 14 | Crab: 51 | Shark: 32 | Total: 687
Simulated Sec 53 | Algae: 77 | Sardine: 18 | Crab: 55 | Shark: 31 | Total: 682
Simulated Sec 54 | Algae: 74 | Sardine: 18 | Crab: 57 | Shark: 30 | Total: 677
Simulated Sec 55 | Algae: 68 | Sardine: 21 | Crab: 58 | Shark: 30 | Total: 668
Simulated Sec 56 | Algae: 64 | Sardine: 21 | Crab: 60 | Shark: 30 | Total: 609
Simulated Sec 57 | Algae: 61 | Sardine: 21 | Crab: 60 | Shark: 30 | Total: 588
Simulated Sec 58 | Algae: 60 | Sardine: 21 | Crab: 60 | Shark: 29 | Total: 577
Simulated Sec 59 | Algae: 57 | Sardine: 20 | Crab: 61 | Shark: 29 | Total: 572
Simulated Sec 60 | Algae: 54 | Sardine: 18 | Crab: 60 | Shark: 29 | Total: 567
Simulated Sec 61 | Algae: 53 | Sardine: 17 | Crab: 61 | Shark: 28 | Total: 561
Simulated Sec 62 | Algae: 49 | Sardine: 16 | Crab: 61 | Shark: 28 | Total: 554
Simulated Sec 63 | Algae: 45 | Sardine: 14 | Crab: 61 | Shark: 26 | Total: 543
Simulated Sec 64 | Algae: 41 | Sardine: 16 | Crab: 61 | Shark: 24 | Total: 535
Simulated Sec 65 | Algae: 38 | Sardine: 17 | Crab: 61 | Shark: 24 | Total: 530
Simulated Sec 66 | Algae: 37 | Sardine: 17 | Crab: 61 | Shark: 24 | Total: 528
Simulated Sec 67 | Algae: 33 | Sardine: 19 | Crab: 61 | Shark: 24 | Total: 517
Simulated Sec 68 | Algae: 28 | Sardine: 20 | Crab: 61 | Shark: 22 | Total: 501
Simulated Sec 69 | Algae: 28 | Sardine: 19 | Crab: 62 | Shark: 22 | Total: 482
Simulated Sec 70 | Algae: 27 | Sardine: 19 | Crab: 62 | Shark: 22 | Total: 467
Simulated Sec 71 | Algae: 24 | Sardine: 15 | Crab: 62 | Shark: 22 | Total: 452
Simulated Sec 72 | Algae: 21 | Sardine: 16 | Crab: 61 | Shark: 21 | Total: 446
Simulated Sec 73 | Algae: 20 | Sardine: 15 | Crab: 62 | Shark: 21 | Total: 436
Simulated Sec 74 | Algae: 20 | Sardine: 13 | Crab: 60 | Shark: 17 | Total: 421
Simulated Sec 75 | Algae: 20 | Sardine: 11 | Crab: 60 | Shark: 17 | Total: 412
Simulated Sec 76 | Algae: 20 | Sardine: 11 | Crab: 60 | Shark: 16 | Total: 394
Simulated Sec 77 | Algae: 20 | Sardine: 10 | Crab: 59 | Shark: 16 | Total: 382
Simulated Sec 78 | Algae: 20 | Sardine: 4 | Crab: 59 | Shark: 15 | Total: 377
Simulated Sec 79 | Algae: 20 | Sardine: 2 | Crab: 60 | Shark: 14 | Total: 368
Simulated Sec 80 | Algae: 20 | Sardine: 2 | Crab: 59 | Shark: 14 | Total: 363
Simulated Sec 81 | Algae: 20 | Sardine: 0 | Crab: 59 | Shark: 12 | Total: 355
COLLAPSE: Species extinct!
X11Util.Display: Shutdown (JVM shutdown: true, open (no close attempt): 3/3, reusable (open, marked uncloseable): 0, pending (open in creation order): 3)
X11Util: Open X11 Display Connections: 3
X11Util: Open[0]: NamedX11Display[:1, 0x7fba0c8c0f90, refCount 1, unCloseable false]
X11Util: Open[1]: NamedX11Display[:1, 0x7fb8b0001500, refCount 1, unCloseable false]
X11Util: Open[2]: NamedX11Display[:1, 0x7fb8b0013f30, refCount 1, unCloseable false]
Finished.
