
=== LOADING SOUNDS ===
? ?m thanh: nhacnen.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhspawn.mp3
? ?m thanh: amthanhcull.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhbutton.mp3
=== SOUND LOADING DONE ===

? Kh?i ??ng nh?c n?n...
? Nh?c n?n ?ang ph?t (volume: 0.50)
Setup Done
Simulated Sec 1 | Algae: 2369 | Sardine: 158 | Crab: 20 | Shark: 12 | Total: 2561
Simulated Sec 137 | Algae: 1444 | Sardine: 21 | Crab: 51 | Shark: 6 | Total: 1758
Simulated Sec 138 | Algae: 1501 | Sardine: 18 | Crab: 51 | Shark: 6 | Total: 1810
Simulated Sec 139 | Algae: 1539 | Sardine: 17 | Crab: 50 | Shark: 5 | Total: 1846
Simulated Sec 140 | Algae: 1545 | Sardine: 14 | Crab: 50 | Shark: 5 | Total: 1850
Simulated Sec 141 | Algae: 1573 | Sardine: 15 | Crab: 51 | Shark: 5 | Total: 1874
Simulated Sec 142 | Algae: 1601 | Sardine: 14 | Crab: 50 | Shark: 5 | Total: 1894
Simulated Sec 143 | Algae: 1612 | Sardine: 14 | Crab: 49 | Shark: 5 | Total: 1893
Simulated Sec 144 | Algae: 1630 | Sardine: 13 | Crab: 46 | Shark: 5 | Total: 1903
Simulated Sec 145 | Algae: 1650 | Sardine: 13 | Crab: 45 | Shark: 5 | Total: 1915
Simulated Sec 146 | Algae: 1678 | Sardine: 11 | Crab: 45 | Shark: 5 | Total: 1939
Simulated Sec 147 | Algae: 1701 | Sardine: 11 | Crab: 44 | Shark: 5 | Total: 1952
Simulated Sec 148 | Algae: 1707 | Sardine: 12 | Crab: 44 | Shark: 4 | Total: 1953
Simulated Sec 149 | Algae: 1721 | Sardine: 11 | Crab: 43 | Shark: 4 | Total: 1960
Simulated Sec 150 | Algae: 1729 | Sardine: 11 | Crab: 43 | Shark: 4 | Total: 1956
Simulated Sec 151 | Algae: 1738 | Sardine: 11 | Crab: 43 | Shark: 4 | Total: 1954
Simulated Sec 152 | Algae: 1755 | Sardine: 11 | Crab: 42 | Shark: 4 | Total: 1966
Simulated Sec 153 | Algae: 1783 | Sardine: 10 | Crab: 43 | Shark: 4 | Total: 1987
Simulated Sec 154 | Algae: 1833 | Sardine: 10 | Crab: 43 | Shark: 4 | Total: 2036
Simulated Sec 155 | Algae: 1870 | Sardine: 9 | Crab: 43 | Shark: 4 | Total: 2070
Simulated Sec 156 | Algae: 1900 | Sardine: 7 | Crab: 43 | Shark: 4 | Total: 2096
Simulated Sec 157 | Algae: 1932 | Sardine: 7 | Crab: 40 | Shark: 4 | Total: 2120
Simulated Sec 158 | Algae: 1953 | Sardine: 5 | Crab: 39 | Shark: 4 | Total: 2141
Simulated Sec 159 | Algae: 1988 | Sardine: 5 | Crab: 38 | Shark: 4 | Total: 2172
Simulated Sec 160 | Algae: 2005 | Sardine: 5 | Crab: 36 | Shark: 4 | Total: 2186
Simulated Sec 161 | Algae: 2022 | Sardine: 5 | Crab: 35 | Shark: 4 | Total: 2196
Simulated Sec 162 | Algae: 2037 | Sardine: 5 | Crab: 34 | Shark: 4 | Total: 2209
Simulated Sec 163 | Algae: 2060 | Sardine: 5 | Crab: 33 | Shark: 3 | Total: 2226
Simulated Sec 164 | Algae: 2100 | Sardine: 5 | Crab: 33 | Shark: 3 | Total: 2260
Simulated Sec 165 | Algae: 2113 | Sardine: 5 | Crab: 32 | Shark: 3 | Total: 2270
Simulated Sec 166 | Algae: 2170 | Sardine: 5 | Crab: 32 | Shark: 3 | Total: 2322
Simulated Sec 167 | Algae: 2241 | Sardine: 1 | Crab: 29 | Shark: 3 | Total: 2389
Simulated Sec 168 | Algae: 2305 | Sardine: 1 | Crab: 28 | Shark: 2 | Total: 2449
Simulated Sec 169 | Algae: 2387 | Sardine: 0 | Crab: 28 | Shark: 2 | Total: 2529
COLLAPSE: Species extinct!
BEATS.pde:222:0:222:0: RuntimeException: COLLAPSE: Species extinct!
