
=== LOADING SOUNDS ===
? ?m thanh: nhacnen.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhspawn.mp3
? ?m thanh: amthanhcull.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhbutton.mp3
=== SOUND LOADING DONE ===

? Kh?i ??ng nh?c n?n...
? Nh?c n?n ?ang ph?t (volume: 0.50)
Setup Done
Simulated Sec 1 | Algae: 992 | Sardine: 100 | Crab: 20 | Shark: 6 | Total: 1119
Simulated Sec 22 | Algae: 734 | Sardine: 79 | Crab: 22 | Shark: 6 | Total: 908
Simulated Sec 23 | Algae: 732 | Sardine: 76 | Crab: 23 | Shark: 6 | Total: 906
Simulated Sec 24 | Algae: 723 | Sardine: 80 | Crab: 23 | Shark: 6 | Total: 901
Simulated Sec 25 | Algae: 719 | Sardine: 77 | Crab: 23 | Shark: 6 | Total: 897
Simulated Sec 26 | Algae: 710 | Sardine: 75 | Crab: 25 | Shark: 6 | Total: 891
Simulated Sec 27 | Algae: 699 | Sardine: 77 | Crab: 25 | Shark: 6 | Total: 883
Simulated Sec 28 | Algae: 736 | Sardine: 76 | Crab: 25 | Shark: 6 | Total: 923
Simulated Sec 29 | Algae: 778 | Sardine: 76 | Crab: 26 | Shark: 6 | Total: 967
Simulated Sec 30 | Algae: 839 | Sardine: 79 | Crab: 26 | Shark: 6 | Total: 1032
Simulated Sec 31 | Algae: 882 | Sardine: 77 | Crab: 27 | Shark: 6 | Total: 1076
Simulated Sec 32 | Algae: 898 | Sardine: 78 | Crab: 27 | Shark: 6 | Total: 1096
Simulated Sec 33 | Algae: 910 | Sardine: 75 | Crab: 27 | Shark: 6 | Total: 1109
Simulated Sec 34 | Algae: 946 | Sardine: 71 | Crab: 27 | Shark: 6 | Total: 1147
Simulated Sec 35 | Algae: 974 | Sardine: 67 | Crab: 27 | Shark: 6 | Total: 1176
Simulated Sec 36 | Algae: 989 | Sardine: 67 | Crab: 27 | Shark: 6 | Total: 1193
Simulated Sec 37 | Algae: 993 | Sardine: 75 | Crab: 27 | Shark: 6 | Total: 1206
Simulated Sec 38 | Algae: 997 | Sardine: 82 | Crab: 27 | Shark: 6 | Total: 1218
Simulated Sec 39 | Algae: 1003 | Sardine: 80 | Crab: 27 | Shark: 6 | Total: 1224
Simulated Sec 40 | Algae: 1011 | Sardine: 85 | Crab: 27 | Shark: 6 | Total: 1238
Simulated Sec 41 | Algae: 1012 | Sardine: 86 | Crab: 28 | Shark: 6 | Total: 1243
Simulated Sec 42 | Algae: 1021 | Sardine: 87 | Crab: 29 | Shark: 6 | Total: 1252
Simulated Sec 43 | Algae: 1024 | Sardine: 89 | Crab: 29 | Shark: 6 | Total: 1257
Simulated Sec 44 | Algae: 1019 | Sardine: 93 | Crab: 29 | Shark: 6 | Total: 1257
Simulated Sec 45 | Algae: 1025 | Sardine: 99 | Crab: 29 | Shark: 6 | Total: 1268
Simulated Sec 46 | Algae: 1007 | Sardine: 103 | Crab: 30 | Shark: 6 | Total: 1254
Simulated Sec 47 | Algae: 983 | Sardine: 107 | Crab: 30 | Shark: 6 | Total: 1235
Simulated Sec 48 | Algae: 974 | Sardine: 105 | Crab: 30 | Shark: 6 | Total: 1226
Simulated Sec 49 | Algae: 968 | Sardine: 106 | Crab: 30 | Shark: 6 | Total: 1222
Simulated Sec 50 | Algae: 959 | Sardine: 104 | Crab: 30 | Shark: 6 | Total: 1216
Simulated Sec 51 | Algae: 957 | Sardine: 101 | Crab: 30 | Shark: 6 | Total: 1213
Simulated Sec 52 | Algae: 950 | Sardine: 102 | Crab: 30 | Shark: 6 | Total: 1205
Simulated Sec 53 | Algae: 944 | Sardine: 101 | Crab: 30 | Shark: 6 | Total: 1201
Simulated Sec 54 | Algae: 932 | Sardine: 100 | Crab: 30 | Shark: 6 | Total: 1191
Simulated Sec 55 | Algae: 930 | Sardine: 99 | Crab: 30 | Shark: 6 | Total: 1189
Simulated Sec 56 | Algae: 948 | Sardine: 99 | Crab: 30 | Shark: 6 | Total: 1207
Simulated Sec 57 | Algae: 982 | Sardine: 91 | Crab: 30 | Shark: 6 | Total: 1240
Simulated Sec 58 | Algae: 1011 | Sardine: 86 | Crab: 30 | Shark: 6 | Total: 1269
Simulated Sec 59 | Algae: 1042 | Sardine: 83 | Crab: 30 | Shark: 6 | Total: 1298
Simulated Sec 60 | Algae: 1083 | Sardine: 79 | Crab: 31 | Shark: 6 | Total: 1342
Simulated Sec 61 | Algae: 1122 | Sardine: 75 | Crab: 31 | Shark: 6 | Total: 1380
Simulated Sec 62 | Algae: 1164 | Sardine: 74 | Crab: 31 | Shark: 6 | Total: 1380
Simulated Sec 63 | Algae: 1179 | Sardine: 72 | Crab: 24 | Shark: 6 | Total: 1387
Simulated Sec 64 | Algae: 1203 | Sardine: 69 | Crab: 24 | Shark: 6 | Total: 1410
Simulated Sec 65 | Algae: 1227 | Sardine: 65 | Crab: 24 | Shark: 6 | Total: 1433
Simulated Sec 66 | Algae: 1238 | Sardine: 66 | Crab: 24 | Shark: 6 | Total: 1447
Simulated Sec 67 | Algae: 1267 | Sardine: 67 | Crab: 25 | Shark: 6 | Total: 1476
Simulated Sec 68 | Algae: 1305 | Sardine: 57 | Crab: 25 | Shark: 6 | Total: 1513
Simulated Sec 69 | Algae: 1327 | Sardine: 50 | Crab: 25 | Shark: 6 | Total: 1535
Simulated Sec 70 | Algae: 1338 | Sardine: 47 | Crab: 25 | Shark: 6 | Total: 1549
Simulated Sec 71 | Algae: 1359 | Sardine: 42 | Crab: 23 | Shark: 6 | Total: 1572
Simulated Sec 72 | Algae: 1382 | Sardine: 38 | Crab: 24 | Shark: 6 | Total: 1594
Simulated Sec 73 | Algae: 1399 | Sardine: 37 | Crab: 24 | Shark: 6 | Total: 1610
Simulated Sec 74 | Algae: 1419 | Sardine: 35 | Crab: 24 | Shark: 6 | Total: 1630
Simulated Sec 75 | Algae: 1432 | Sardine: 34 | Crab: 24 | Shark: 6 | Total: 1641
Simulated Sec 76 | Algae: 1455 | Sardine: 34 | Crab: 25 | Shark: 6 | Total: 1661
Simulated Sec 77 | Algae: 1470 | Sardine: 35 | Crab: 25 | Shark: 6 | Total: 1677
Simulated Sec 78 | Algae: 1473 | Sardine: 33 | Crab: 25 | Shark: 6 | Total: 1679
Simulated Sec 79 | Algae: 1477 | Sardine: 33 | Crab: 25 | Shark: 6 | Total: 1683
Simulated Sec 80 | Algae: 1468 | Sardine: 44 | Crab: 24 | Shark: 6 | Total: 1684
Simulated Sec 81 | Algae: 1475 | Sardine: 47 | Crab: 24 | Shark: 6 | Total: 1691
Simulated Sec 82 | Algae: 1465 | Sardine: 56 | Crab: 24 | Shark: 6 | Total: 1688
Simulated Sec 83 | Algae: 1481 | Sardine: 62 | Crab: 24 | Shark: 6 | Total: 1707
Simulated Sec 84 | Algae: 1497 | Sardine: 69 | Crab: 24 | Shark: 6 | Total: 1724
Simulated Sec 85 | Algae: 1546 | Sardine: 72 | Crab: 24 | Shark: 6 | Total: 1775
Simulated Sec 86 | Algae: 1555 | Sardine: 79 | Crab: 24 | Shark: 6 | Total: 1790
Simulated Sec 87 | Algae: 1594 | Sardine: 77 | Crab: 24 | Shark: 6 | Total: 1828
Simulated Sec 88 | Algae: 1621 | Sardine: 78 | Crab: 23 | Shark: 6 | Total: 1855
Simulated Sec 89 | Algae: 1656 | Sardine: 84 | Crab: 22 | Shark: 6 | Total: 1895
Simulated Sec 90 | Algae: 1711 | Sardine: 86 | Crab: 22 | Shark: 6 | Total: 1951
Simulated Sec 91 | Algae: 1761 | Sardine: 88 | Crab: 22 | Shark: 6 | Total: 2000
Simulated Sec 92 | Algae: 1803 | Sardine: 89 | Crab: 22 | Shark: 6 | Total: 2043
Simulated Sec 93 | Algae: 1852 | Sardine: 81 | Crab: 22 | Shark: 6 | Total: 2092
Simulated Sec 94 | Algae: 1883 | Sardine: 80 | Crab: 22 | Shark: 6 | Total: 2122
Simulated Sec 95 | Algae: 1894 | Sardine: 80 | Crab: 22 | Shark: 6 | Total: 2133
Simulated Sec 96 | Algae: 1932 | Sardine: 78 | Crab: 22 | Shark: 6 | Total: 2171
Simulated Sec 97 | Algae: 1962 | Sardine: 78 | Crab: 22 | Shark: 6 | Total: 2200
Simulated Sec 98 | Algae: 1992 | Sardine: 72 | Crab: 22 | Shark: 6 | Total: 2228
Simulated Sec 99 | Algae: 2015 | Sardine: 70 | Crab: 22 | Shark: 6 | Total: 2250
Simulated Sec 100 | Algae: 2049 | Sardine: 69 | Crab: 22 | Shark: 6 | Total: 2281
Simulated Sec 101 | Algae: 2087 | Sardine: 68 | Crab: 20 | Shark: 6 | Total: 2316
Simulated Sec 102 | Algae: 2140 | Sardine: 67 | Crab: 18 | Shark: 6 | Total: 2370
Simulated Sec 103 | Algae: 2162 | Sardine: 62 | Crab: 18 | Shark: 6 | Total: 2389
Simulated Sec 104 | Algae: 2208 | Sardine: 49 | Crab: 18 | Shark: 6 | Total: 2433
Simulated Sec 105 | Algae: 2228 | Sardine: 40 | Crab: 17 | Shark: 6 | Total: 2452
Simulated Sec 106 | Algae: 2257 | Sardine: 36 | Crab: 25 | Shark: 6 | Total: 2482
Simulated Sec 107 | Algae: 2270 | Sardine: 35 | Crab: 27 | Shark: 6 | Total: 2486
Simulated Sec 108 | Algae: 2301 | Sardine: 31 | Crab: 27 | Shark: 6 | Total: 2513
Simulated Sec 109 | Algae: 2327 | Sardine: 20 | Crab: 27 | Shark: 6 | Total: 2538
Simulated Sec 110 | Algae: 2351 | Sardine: 15 | Crab: 27 | Shark: 6 | Total: 2556
Simulated Sec 111 | Algae: 2421 | Sardine: 15 | Crab: 27 | Shark: 6 | Total: 2622
Simulated Sec 112 | Algae: 2479 | Sardine: 15 | Crab: 27 | Shark: 6 | Total: 2675
Simulated Sec 113 | Algae: 2561 | Sardine: 10 | Crab: 28 | Shark: 6 | Total: 2748
Simulated Sec 114 | Algae: 2645 | Sardine: 9 | Crab: 28 | Shark: 6 | Total: 2826
Simulated Sec 115 | Algae: 2714 | Sardine: 8 | Crab: 28 | Shark: 5 | Total: 2891
Simulated Sec 116 | Algae: 2789 | Sardine: 8 | Crab: 28 | Shark: 5 | Total: 2964
Simulated Sec 117 | Algae: 2826 | Sardine: 8 | Crab: 28 | Shark: 5 | Total: 3001
Simulated Sec 118 | Algae: 2887 | Sardine: 8 | Crab: 28 | Shark: 5 | Total: 3052
Simulated Sec 119 | Algae: 2986 | Sardine: 8 | Crab: 28 | Shark: 5 | Total: 3144
Simulated Sec 120 | Algae: 3075 | Sardine: 8 | Crab: 28 | Shark: 5 | Total: 3229
Simulated Sec 121 | Algae: 3186 | Sardine: 8 | Crab: 29 | Shark: 5 | Total: 3332
Simulated Sec 122 | Algae: 3263 | Sardine: 5 | Crab: 28 | Shark: 5 | Total: 3405
Simulated Sec 123 | Algae: 3371 | Sardine: 5 | Crab: 29 | Shark: 5 | Total: 3511
Simulated Sec 124 | Algae: 3451 | Sardine: 5 | Crab: 29 | Shark: 5 | Total: 3590
Simulated Sec 125 | Algae: 3512 | Sardine: 5 | Crab: 29 | Shark: 5 | Total: 3650
Simulated Sec 126 | Algae: 3546 | Sardine: 5 | Crab: 29 | Shark: 5 | Total: 3683
Simulated Sec 127 | Algae: 3587 | Sardine: 5 | Crab: 27 | Shark: 5 | Total: 3722
Simulated Sec 128 | Algae: 3668 | Sardine: 5 | Crab: 27 | Shark: 5 | Total: 3799
Simulated Sec 129 | Algae: 3738 | Sardine: 3 | Crab: 28 | Shark: 5 | Total: 3868
Simulated Sec 130 | Algae: 3776 | Sardine: 1 | Crab: 27 | Shark: 5 | Total: 3905
Simulated Sec 131 | Algae: 3850 | Sardine: 1 | Crab: 27 | Shark: 5 | Total: 3978
Simulated Sec 132 | Algae: 3900 | Sardine: 1 | Crab: 27 | Shark: 5 | Total: 4027
Simulated Sec 133 | Algae: 3980 | Sardine: 1 | Crab: 27 | Shark: 5 | Total: 4106
Simulated Sec 134 | Algae: 4046 | Sardine: 1 | Crab: 27 | Shark: 5 | Total: 4172
Simulated Sec 135 | Algae: 4121 | Sardine: 0 | Crab: 27 | Shark: 5 | Total: 4245
COLLAPSE: Species extinct!
X11Util.Display: Shutdown (JVM shutdown: true, open (no close attempt): 3/3, reusable (open, marked uncloseable): 0, pending (open in creation order): 3)
X11Util: Open X11 Display Connections: 3
X11Util: Open[0]: NamedX11Display[:1, 0x7fafc04de670, refCount 1, unCloseable false]
X11Util: Open[1]: NamedX11Display[:1, 0x7fae60001500, refCount 1, unCloseable false]
X11Util: Open[2]: NamedX11Display[:1, 0x7fae6001bf40, refCount 1, unCloseable false]
Finished.
