
=== LOADING SOUNDS ===
? ?m thanh: nhacnen.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhspawn.mp3
? ?m thanh: amthanhcull.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhbutton.mp3
=== SOUND LOADING DONE ===

? Kh?i ??ng nh?c n?n...
? Nh?c n?n ?ang ph?t (volume: 0.50)
Setup Done
Simulated Sec 1 | Algae: 986 | Sardine: 100 | Crab: 20 | Shark: 3 | Total: 1109
Simulated Sec 35 | Algae: 836 | Sardine: 138 | Crab: 27 | Shark: 3 | Total: 1135
Simulated Sec 36 | Algae: 839 | Sardine: 140 | Crab: 27 | Shark: 3 | Total: 1146
Simulated Sec 37 | Algae: 835 | Sardine: 136 | Crab: 27 | Shark: 3 | Total: 1148
Simulated Sec 38 | Algae: 851 | Sardine: 133 | Crab: 27 | Shark: 3 | Total: 1171
Simulated Sec 39 | Algae: 853 | Sardine: 129 | Crab: 27 | Shark: 3 | Total: 1179
Simulated Sec 40 | Algae: 862 | Sardine: 126 | Crab: 27 | Shark: 3 | Total: 1189
Simulated Sec 41 | Algae: 886 | Sardine: 123 | Crab: 27 | Shark: 3 | Total: 1214
Simulated Sec 42 | Algae: 907 | Sardine: 119 | Crab: 29 | Shark: 3 | Total: 1236
Simulated Sec 43 | Algae: 929 | Sardine: 116 | Crab: 29 | Shark: 3 | Total: 1259
Simulated Sec 44 | Algae: 934 | Sardine: 117 | Crab: 30 | Shark: 3 | Total: 1269
Simulated Sec 45 | Algae: 940 | Sardine: 112 | Crab: 32 | Shark: 3 | Total: 1275
Simulated Sec 46 | Algae: 949 | Sardine: 109 | Crab: 32 | Shark: 3 | Total: 1286
Simulated Sec 47 | Algae: 944 | Sardine: 104 | Crab: 32 | Shark: 3 | Total: 1286
Simulated Sec 48 | Algae: 944 | Sardine: 80 | Crab: 33 | Shark: 3 | Total: 1288
Simulated Sec 49 | Algae: 945 | Sardine: 72 | Crab: 33 | Shark: 3 | Total: 1292
Simulated Sec 50 | Algae: 977 | Sardine: 72 | Crab: 33 | Shark: 3 | Total: 1326
Simulated Sec 51 | Algae: 1027 | Sardine: 69 | Crab: 38 | Shark: 3 | Total: 1376
Simulated Sec 52 | Algae: 1073 | Sardine: 65 | Crab: 40 | Shark: 3 | Total: 1425
Simulated Sec 53 | Algae: 1132 | Sardine: 59 | Crab: 40 | Shark: 3 | Total: 1485
Simulated Sec 54 | Algae: 1179 | Sardine: 56 | Crab: 40 | Shark: 3 | Total: 1532
Simulated Sec 55 | Algae: 1213 | Sardine: 47 | Crab: 40 | Shark: 3 | Total: 1566
Simulated Sec 56 | Algae: 1233 | Sardine: 48 | Crab: 40 | Shark: 3 | Total: 1550
Simulated Sec 57 | Algae: 1272 | Sardine: 50 | Crab: 40 | Shark: 3 | Total: 1577
Simulated Sec 58 | Algae: 1305 | Sardine: 47 | Crab: 42 | Shark: 3 | Total: 1603
Simulated Sec 59 | Algae: 1307 | Sardine: 47 | Crab: 44 | Shark: 3 | Total: 1609
Simulated Sec 60 | Algae: 1322 | Sardine: 45 | Crab: 44 | Shark: 3 | Total: 1625
Simulated Sec 61 | Algae: 1344 | Sardine: 46 | Crab: 45 | Shark: 3 | Total: 1649
Simulated Sec 62 | Algae: 1381 | Sardine: 48 | Crab: 45 | Shark: 3 | Total: 1689
Simulated Sec 63 | Algae: 1386 | Sardine: 54 | Crab: 34 | Shark: 3 | Total: 1703
Simulated Sec 64 | Algae: 1376 | Sardine: 65 | Crab: 34 | Shark: 3 | Total: 1701
Simulated Sec 65 | Algae: 1328 | Sardine: 92 | Crab: 34 | Shark: 3 | Total: 1679
Simulated Sec 66 | Algae: 1301 | Sardine: 110 | Crab: 34 | Shark: 3 | Total: 1674
Simulated Sec 67 | Algae: 1292 | Sardine: 127 | Crab: 34 | Shark: 3 | Total: 1679
Simulated Sec 68 | Algae: 1241 | Sardine: 157 | Crab: 34 | Shark: 3 | Total: 1656
Simulated Sec 69 | Algae: 1157 | Sardine: 191 | Crab: 34 | Shark: 3 | Total: 1608
Simulated Sec 70 | Algae: 1177 | Sardine: 198 | Crab: 34 | Shark: 3 | Total: 1636
Simulated Sec 71 | Algae: 1117 | Sardine: 221 | Crab: 34 | Shark: 3 | Total: 1605
Simulated Sec 72 | Algae: 1068 | Sardine: 249 | Crab: 34 | Shark: 3 | Total: 1583
Simulated Sec 73 | Algae: 918 | Sardine: 290 | Crab: 34 | Shark: 3 | Total: 1477
Simulated Sec 74 | Algae: 811 | Sardine: 333 | Crab: 34 | Shark: 3 | Total: 1419
Simulated Sec 75 | Algae: 583 | Sardine: 388 | Crab: 34 | Shark: 3 | Total: 1250
Simulated Sec 76 | Algae: 545 | Sardine: 389 | Crab: 34 | Shark: 3 | Total: 1216
Simulated Sec 77 | Algae: 523 | Sardine: 384 | Crab: 35 | Shark: 3 | Total: 1196
Simulated Sec 78 | Algae: 511 | Sardine: 373 | Crab: 38 | Shark: 3 | Total: 1185
Simulated Sec 79 | Algae: 528 | Sardine: 369 | Crab: 38 | Shark: 3 | Total: 1202
Simulated Sec 80 | Algae: 506 | Sardine: 376 | Crab: 38 | Shark: 3 | Total: 1190
Simulated Sec 81 | Algae: 496 | Sardine: 374 | Crab: 38 | Shark: 3 | Total: 1179
Simulated Sec 82 | Algae: 517 | Sardine: 330 | Crab: 39 | Shark: 3 | Total: 1197
Simulated Sec 83 | Algae: 514 | Sardine: 300 | Crab: 39 | Shark: 3 | Total: 1192
Simulated Sec 84 | Algae: 526 | Sardine: 234 | Crab: 39 | Shark: 3 | Total: 1194
Simulated Sec 85 | Algae: 527 | Sardine: 195 | Crab: 39 | Shark: 3 | Total: 1193
Simulated Sec 86 | Algae: 523 | Sardine: 156 | Crab: 39 | Shark: 3 | Total: 1184
Simulated Sec 87 | Algae: 524 | Sardine: 128 | Crab: 39 | Shark: 3 | Total: 1181
Simulated Sec 88 | Algae: 540 | Sardine: 93 | Crab: 39 | Shark: 3 | Total: 1191
Simulated Sec 89 | Algae: 569 | Sardine: 70 | Crab: 39 | Shark: 3 | Total: 1212
Simulated Sec 90 | Algae: 591 | Sardine: 61 | Crab: 39 | Shark: 3 | Total: 1229
Simulated Sec 91 | Algae: 592 | Sardine: 53 | Crab: 39 | Shark: 3 | Total: 1227
Simulated Sec 92 | Algae: 602 | Sardine: 37 | Crab: 39 | Shark: 3 | Total: 1233
Simulated Sec 93 | Algae: 587 | Sardine: 36 | Crab: 39 | Shark: 3 | Total: 1218
Simulated Sec 94 | Algae: 587 | Sardine: 36 | Crab: 39 | Shark: 3 | Total: 1215
Simulated Sec 95 | Algae: 592 | Sardine: 33 | Crab: 38 | Shark: 3 | Total: 1214
Simulated Sec 96 | Algae: 605 | Sardine: 32 | Crab: 40 | Shark: 3 | Total: 1222
Simulated Sec 97 | Algae: 635 | Sardine: 28 | Crab: 44 | Shark: 3 | Total: 1247
Simulated Sec 98 | Algae: 609 | Sardine: 43 | Crab: 45 | Shark: 3 | Total: 1216
Simulated Sec 99 | Algae: 679 | Sardine: 40 | Crab: 45 | Shark: 3 | Total: 1277
Simulated Sec 100 | Algae: 703 | Sardine: 39 | Crab: 45 | Shark: 3 | Total: 1299
Simulated Sec 101 | Algae: 722 | Sardine: 40 | Crab: 47 | Shark: 3 | Total: 1317
Simulated Sec 102 | Algae: 745 | Sardine: 40 | Crab: 50 | Shark: 3 | Total: 1333
Simulated Sec 103 | Algae: 782 | Sardine: 40 | Crab: 57 | Shark: 3 | Total: 1364
Simulated Sec 104 | Algae: 786 | Sardine: 40 | Crab: 56 | Shark: 3 | Total: 1365
Simulated Sec 105 | Algae: 797 | Sardine: 39 | Crab: 54 | Shark: 3 | Total: 1366
Simulated Sec 106 | Algae: 792 | Sardine: 37 | Crab: 55 | Shark: 3 | Total: 1358
Simulated Sec 107 | Algae: 779 | Sardine: 53 | Crab: 55 | Shark: 3 | Total: 1362
Simulated Sec 108 | Algae: 812 | Sardine: 55 | Crab: 55 | Shark: 3 | Total: 1396
Simulated Sec 109 | Algae: 811 | Sardine: 48 | Crab: 54 | Shark: 3 | Total: 1390
Simulated Sec 110 | Algae: 876 | Sardine: 36 | Crab: 57 | Shark: 3 | Total: 1450
Simulated Sec 111 | Algae: 894 | Sardine: 35 | Crab: 58 | Shark: 3 | Total: 1466
Simulated Sec 112 | Algae: 885 | Sardine: 37 | Crab: 59 | Shark: 3 | Total: 1456
Simulated Sec 113 | Algae: 887 | Sardine: 37 | Crab: 59 | Shark: 3 | Total: 1447
Simulated Sec 114 | Algae: 842 | Sardine: 48 | Crab: 55 | Shark: 3 | Total: 1412
Simulated Sec 115 | Algae: 835 | Sardine: 54 | Crab: 56 | Shark: 3 | Total: 1410
Simulated Sec 116 | Algae: 889 | Sardine: 57 | Crab: 56 | Shark: 3 | Total: 1461
Simulated Sec 117 | Algae: 925 | Sardine: 59 | Crab: 56 | Shark: 3 | Total: 1498
Simulated Sec 118 | Algae: 922 | Sardine: 60 | Crab: 56 | Shark: 3 | Total: 1494
Simulated Sec 119 | Algae: 1033 | Sardine: 53 | Crab: 56 | Shark: 3 | Total: 1604
Simulated Sec 120 | Algae: 1052 | Sardine: 59 | Crab: 56 | Shark: 3 | Total: 1631
Simulated Sec 121 | Algae: 1092 | Sardine: 60 | Crab: 56 | Shark: 3 | Total: 1666
Simulated Sec 122 | Algae: 1115 | Sardine: 58 | Crab: 56 | Shark: 3 | Total: 1689
Simulated Sec 123 | Algae: 1196 | Sardine: 56 | Crab: 56 | Shark: 3 | Total: 1767
Simulated Sec 124 | Algae: 1245 | Sardine: 49 | Crab: 56 | Shark: 3 | Total: 1810
Simulated Sec 125 | Algae: 1302 | Sardine: 37 | Crab: 56 | Shark: 3 | Total: 1863
Simulated Sec 126 | Algae: 1321 | Sardine: 29 | Crab: 56 | Shark: 3 | Total: 1876
Simulated Sec 127 | Algae: 1367 | Sardine: 23 | Crab: 56 | Shark: 3 | Total: 1906
Simulated Sec 128 | Algae: 1453 | Sardine: 21 | Crab: 56 | Shark: 3 | Total: 1983
Simulated Sec 129 | Algae: 1458 | Sardine: 21 | Crab: 56 | Shark: 3 | Total: 1984
Simulated Sec 130 | Algae: 1458 | Sardine: 21 | Crab: 55 | Shark: 3 | Total: 1980
Simulated Sec 131 | Algae: 1462 | Sardine: 19 | Crab: 54 | Shark: 3 | Total: 1977
Simulated Sec 132 | Algae: 1470 | Sardine: 13 | Crab: 54 | Shark: 3 | Total: 1942
Simulated Sec 133 | Algae: 1500 | Sardine: 3 | Crab: 54 | Shark: 3 | Total: 1942
Simulated Sec 134 | Algae: 1533 | Sardine: 1 | Crab: 56 | Shark: 3 | Total: 1907
Simulated Sec 135 | Algae: 1616 | Sardine: 0 | Crab: 57 | Shark: 3 | Total: 1952
COLLAPSE: Species extinct!
X11Util.Display: Shutdown (JVM shutdown: true, open (no close attempt): 3/3, reusable (open, marked uncloseable): 0, pending (open in creation order): 3)
X11Util: Open X11 Display Connections: 3
X11Util: Open[0]: NamedX11Display[:1, 0x7fc81c4dec30, refCount 1, unCloseable false]
X11Util: Open[1]: NamedX11Display[:1, 0x7fc6c4001500, refCount 1, unCloseable false]
X11Util: Open[2]: NamedX11Display[:1, 0x7fc6c4023e80, refCount 1, unCloseable false]
Finished.
