
=== LOADING SOUNDS ===
? ?m thanh: nhacnen.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhspawn.mp3
? ?m thanh: amthanhcull.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhbutton.mp3
=== SOUND LOADING DONE ===

? Kh?i ??ng nh?c n?n...
? Nh?c n?n ?ang ph?t (volume: 0.50)
Setup Done
Simulated Sec 1 | Algae: 2357 | Sardine: 160 | Crab: 20 | Shark: 6 | Total: 2543
Simulated Sec 44 | Algae: 2243 | Sardine: 200 | Crab: 22 | Shark: 2 | Total: 2626
Simulated Sec 45 | Algae: 2237 | Sardine: 201 | Crab: 22 | Shark: 2 | Total: 2626
Simulated Sec 46 | Algae: 2224 | Sardine: 208 | Crab: 22 | Shark: 2 | Total: 2623
Simulated Sec 47 | Algae: 2212 | Sardine: 209 | Crab: 22 | Shark: 2 | Total: 2613
Simulated Sec 48 | Algae: 2237 | Sardine: 213 | Crab: 21 | Shark: 2 | Total: 2645
Simulated Sec 49 | Algae: 2244 | Sardine: 217 | Crab: 21 | Shark: 2 | Total: 2658
Simulated Sec 50 | Algae: 2222 | Sardine: 221 | Crab: 21 | Shark: 2 | Total: 2641
Simulated Sec 51 | Algae: 2214 | Sardine: 222 | Crab: 21 | Shark: 2 | Total: 2636
Simulated Sec 52 | Algae: 2198 | Sardine: 226 | Crab: 21 | Shark: 2 | Total: 2625
Simulated Sec 53 | Algae: 2186 | Sardine: 221 | Crab: 21 | Shark: 2 | Total: 2614
Simulated Sec 54 | Algae: 2148 | Sardine: 223 | Crab: 21 | Shark: 2 | Total: 2581
Simulated Sec 55 | Algae: 2114 | Sardine: 225 | Crab: 21 | Shark: 2 | Total: 2551
Simulated Sec 56 | Algae: 2105 | Sardine: 219 | Crab: 19 | Shark: 2 | Total: 2542
Simulated Sec 57 | Algae: 2096 | Sardine: 216 | Crab: 19 | Shark: 2 | Total: 2507
Simulated Sec 58 | Algae: 2065 | Sardine: 214 | Crab: 19 | Shark: 2 | Total: 2445
Simulated Sec 59 | Algae: 2010 | Sardine: 222 | Crab: 20 | Shark: 2 | Total: 2390
Simulated Sec 60 | Algae: 1982 | Sardine: 229 | Crab: 20 | Shark: 2 | Total: 2366
Simulated Sec 61 | Algae: 1960 | Sardine: 232 | Crab: 21 | Shark: 2 | Total: 2345
Simulated Sec 62 | Algae: 1901 | Sardine: 245 | Crab: 21 | Shark: 2 | Total: 2295
Simulated Sec 63 | Algae: 1838 | Sardine: 252 | Crab: 21 | Shark: 2 | Total: 2243
Simulated Sec 64 | Algae: 1796 | Sardine: 254 | Crab: 25 | Shark: 2 | Total: 2205
Simulated Sec 65 | Algae: 1776 | Sardine: 255 | Crab: 26 | Shark: 2 | Total: 2193
Simulated Sec 66 | Algae: 1768 | Sardine: 260 | Crab: 28 | Shark: 2 | Total: 2191
Simulated Sec 67 | Algae: 1755 | Sardine: 262 | Crab: 28 | Shark: 1 | Total: 2184
Simulated Sec 68 | Algae: 1742 | Sardine: 268 | Crab: 29 | Shark: 1 | Total: 2181
Simulated Sec 69 | Algae: 1729 | Sardine: 276 | Crab: 29 | Shark: 1 | Total: 2178
Simulated Sec 70 | Algae: 1716 | Sardine: 285 | Crab: 29 | Shark: 1 | Total: 2175
Simulated Sec 71 | Algae: 1689 | Sardine: 284 | Crab: 29 | Shark: 1 | Total: 2150
Simulated Sec 72 | Algae: 1663 | Sardine: 288 | Crab: 29 | Shark: 1 | Total: 2132
Simulated Sec 73 | Algae: 1639 | Sardine: 283 | Crab: 28 | Shark: 1 | Total: 2112
Simulated Sec 74 | Algae: 1602 | Sardine: 276 | Crab: 26 | Shark: 1 | Total: 2081
Simulated Sec 75 | Algae: 1559 | Sardine: 278 | Crab: 26 | Shark: 1 | Total: 2046
Simulated Sec 76 | Algae: 1548 | Sardine: 281 | Crab: 25 | Shark: 1 | Total: 2042
Simulated Sec 77 | Algae: 1530 | Sardine: 282 | Crab: 26 | Shark: 1 | Total: 2030
Simulated Sec 78 | Algae: 1490 | Sardine: 284 | Crab: 27 | Shark: 0 | Total: 1997
COLLAPSE: Species extinct!
X11Util.Display: Shutdown (JVM shutdown: true, open (no close attempt): 3/3, reusable (open, marked uncloseable): 0, pending (open in creation order): 3)
X11Util: Open X11 Display Connections: 3
X11Util: Open[0]: NamedX11Display[:1, 0x7f122c7e8c30, refCount 1, unCloseable false]
X11Util: Open[1]: NamedX11Display[:1, 0x7f10cc001500, refCount 1, unCloseable false]
X11Util: Open[2]: NamedX11Display[:1, 0x7f10cc013ea0, refCount 1, unCloseable false]
Finished.
