
=== LOADING SOUNDS ===
? ?m thanh: nhacnen.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhspawn.mp3
? ?m thanh: amthanhcull.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhbutton.mp3
=== SOUND LOADING DONE ===

? Kh?i ??ng nh?c n?n...
? Nh?c n?n ?ang ph?t (volume: 0.50)
Setup Done
Simulated Sec 1 | Algae: 2377 | Sardine: 159 | Crab: 20 | Shark: 8 | Total: 2565
Simulated Sec 51 | Algae: 2559 | Sardine: 132 | Crab: 53 | Shark: 6 | Total: 2945
Simulated Sec 52 | Algae: 2567 | Sardine: 135 | Crab: 50 | Shark: 6 | Total: 2957
Simulated Sec 53 | Algae: 2561 | Sardine: 138 | Crab: 50 | Shark: 4 | Total: 2956
Simulated Sec 54 | Algae: 2560 | Sardine: 137 | Crab: 51 | Shark: 4 | Total: 2961
Simulated Sec 55 | Algae: 2560 | Sardine: 138 | Crab: 51 | Shark: 4 | Total: 2966
Simulated Sec 56 | Algae: 2547 | Sardine: 140 | Crab: 52 | Shark: 4 | Total: 2960
Simulated Sec 57 | Algae: 2540 | Sardine: 143 | Crab: 54 | Shark: 4 | Total: 2921
Simulated Sec 58 | Algae: 2524 | Sardine: 146 | Crab: 56 | Shark: 4 | Total: 2900
Simulated Sec 59 | Algae: 2511 | Sardine: 147 | Crab: 57 | Shark: 4 | Total: 2880
Simulated Sec 60 | Algae: 2493 | Sardine: 149 | Crab: 57 | Shark: 4 | Total: 2862
Simulated Sec 61 | Algae: 2455 | Sardine: 157 | Crab: 56 | Shark: 4 | Total: 2835
Simulated Sec 62 | Algae: 2409 | Sardine: 168 | Crab: 55 | Shark: 4 | Total: 2799
Simulated Sec 63 | Algae: 2367 | Sardine: 171 | Crab: 57 | Shark: 4 | Total: 2761
Simulated Sec 64 | Algae: 2324 | Sardine: 179 | Crab: 57 | Shark: 4 | Total: 2726
Simulated Sec 65 | Algae: 2292 | Sardine: 188 | Crab: 55 | Shark: 4 | Total: 2702
Simulated Sec 66 | Algae: 2289 | Sardine: 199 | Crab: 56 | Shark: 4 | Total: 2703
Simulated Sec 67 | Algae: 2313 | Sardine: 200 | Crab: 53 | Shark: 4 | Total: 2731
Simulated Sec 68 | Algae: 2319 | Sardine: 207 | Crab: 52 | Shark: 4 | Total: 2750
Simulated Sec 69 | Algae: 2339 | Sardine: 213 | Crab: 51 | Shark: 4 | Total: 2777
Simulated Sec 70 | Algae: 2329 | Sardine: 220 | Crab: 52 | Shark: 4 | Total: 2774
Simulated Sec 71 | Algae: 2308 | Sardine: 230 | Crab: 51 | Shark: 4 | Total: 2763
Simulated Sec 72 | Algae: 2302 | Sardine: 236 | Crab: 50 | Shark: 4 | Total: 2762
Simulated Sec 73 | Algae: 2288 | Sardine: 237 | Crab: 49 | Shark: 4 | Total: 2756
Simulated Sec 74 | Algae: 2276 | Sardine: 241 | Crab: 49 | Shark: 4 | Total: 2751
Simulated Sec 75 | Algae: 2281 | Sardine: 237 | Crab: 50 | Shark: 4 | Total: 2758
Simulated Sec 76 | Algae: 2279 | Sardine: 236 | Crab: 46 | Shark: 4 | Total: 2760
Simulated Sec 77 | Algae: 2286 | Sardine: 235 | Crab: 45 | Shark: 4 | Total: 2772
Simulated Sec 78 | Algae: 2293 | Sardine: 227 | Crab: 45 | Shark: 3 | Total: 2781
Simulated Sec 79 | Algae: 2306 | Sardine: 228 | Crab: 48 | Shark: 3 | Total: 2797
Simulated Sec 80 | Algae: 2305 | Sardine: 229 | Crab: 48 | Shark: 3 | Total: 2800
Simulated Sec 81 | Algae: 2307 | Sardine: 231 | Crab: 48 | Shark: 3 | Total: 2807
Simulated Sec 82 | Algae: 2301 | Sardine: 234 | Crab: 49 | Shark: 4 | Total: 2812
Simulated Sec 83 | Algae: 2292 | Sardine: 228 | Crab: 50 | Shark: 4 | Total: 2811
Simulated Sec 84 | Algae: 2284 | Sardine: 217 | Crab: 50 | Shark: 4 | Total: 2810
Simulated Sec 85 | Algae: 2286 | Sardine: 197 | Crab: 50 | Shark: 4 | Total: 2811
Simulated Sec 86 | Algae: 2282 | Sardine: 195 | Crab: 50 | Shark: 4 | Total: 2817
Simulated Sec 87 | Algae: 2277 | Sardine: 189 | Crab: 49 | Shark: 4 | Total: 2814
Simulated Sec 88 | Algae: 2245 | Sardine: 179 | Crab: 50 | Shark: 4 | Total: 2784
Simulated Sec 89 | Algae: 2243 | Sardine: 178 | Crab: 51 | Shark: 5 | Total: 2779
Simulated Sec 90 | Algae: 2211 | Sardine: 183 | Crab: 51 | Shark: 5 | Total: 2751
Simulated Sec 91 | Algae: 2206 | Sardine: 183 | Crab: 52 | Shark: 5 | Total: 2748
Simulated Sec 92 | Algae: 2204 | Sardine: 183 | Crab: 52 | Shark: 5 | Total: 2737
Simulated Sec 93 | Algae: 2183 | Sardine: 181 | Crab: 52 | Shark: 5 | Total: 2718
Simulated Sec 94 | Algae: 2176 | Sardine: 176 | Crab: 55 | Shark: 5 | Total: 2715
Simulated Sec 95 | Algae: 2140 | Sardine: 184 | Crab: 55 | Shark: 5 | Total: 2686
Simulated Sec 96 | Algae: 2117 | Sardine: 190 | Crab: 55 | Shark: 5 | Total: 2668
Simulated Sec 97 | Algae: 2100 | Sardine: 188 | Crab: 55 | Shark: 5 | Total: 2656
Simulated Sec 98 | Algae: 2107 | Sardine: 186 | Crab: 57 | Shark: 5 | Total: 2661
Simulated Sec 99 | Algae: 2153 | Sardine: 188 | Crab: 57 | Shark: 5 | Total: 2711
Simulated Sec 100 | Algae: 2180 | Sardine: 188 | Crab: 57 | Shark: 5 | Total: 2749
Simulated Sec 101 | Algae: 2227 | Sardine: 191 | Crab: 56 | Shark: 6 | Total: 2806
Simulated Sec 102 | Algae: 2268 | Sardine: 192 | Crab: 58 | Shark: 6 | Total: 2847
Simulated Sec 103 | Algae: 2275 | Sardine: 191 | Crab: 58 | Shark: 6 | Total: 2859
Simulated Sec 104 | Algae: 2271 | Sardine: 188 | Crab: 59 | Shark: 6 | Total: 2851
Simulated Sec 105 | Algae: 2292 | Sardine: 186 | Crab: 59 | Shark: 6 | Total: 2869
Simulated Sec 106 | Algae: 2323 | Sardine: 182 | Crab: 59 | Shark: 6 | Total: 2895
Simulated Sec 107 | Algae: 2332 | Sardine: 185 | Crab: 60 | Shark: 6 | Total: 2910
Simulated Sec 108 | Algae: 2345 | Sardine: 178 | Crab: 59 | Shark: 6 | Total: 2924
Simulated Sec 109 | Algae: 2378 | Sardine: 173 | Crab: 60 | Shark: 7 | Total: 2958
Simulated Sec 110 | Algae: 2368 | Sardine: 167 | Crab: 60 | Shark: 7 | Total: 2951
Simulated Sec 111 | Algae: 2380 | Sardine: 161 | Crab: 60 | Shark: 7 | Total: 2959
Simulated Sec 112 | Algae: 2391 | Sardine: 160 | Crab: 59 | Shark: 7 | Total: 2972
Simulated Sec 113 | Algae: 2406 | Sardine: 153 | Crab: 59 | Shark: 7 | Total: 2986
Simulated Sec 114 | Algae: 2424 | Sardine: 148 | Crab: 59 | Shark: 7 | Total: 3008
Simulated Sec 115 | Algae: 2429 | Sardine: 137 | Crab: 60 | Shark: 6 | Total: 3013
Simulated Sec 116 | Algae: 2454 | Sardine: 131 | Crab: 62 | Shark: 6 | Total: 3039
Simulated Sec 117 | Algae: 2469 | Sardine: 125 | Crab: 62 | Shark: 6 | Total: 3048
Simulated Sec 118 | Algae: 2490 | Sardine: 118 | Crab: 62 | Shark: 6 | Total: 3064
Simulated Sec 119 | Algae: 2499 | Sardine: 114 | Crab: 62 | Shark: 6 | Total: 3071
Simulated Sec 120 | Algae: 2517 | Sardine: 111 | Crab: 63 | Shark: 6 | Total: 3087
Simulated Sec 121 | Algae: 2525 | Sardine: 103 | Crab: 63 | Shark: 6 | Total: 3090
Simulated Sec 122 | Algae: 2546 | Sardine: 99 | Crab: 64 | Shark: 6 | Total: 3112
Simulated Sec 123 | Algae: 2571 | Sardine: 96 | Crab: 64 | Shark: 6 | Total: 3130
Simulated Sec 124 | Algae: 2587 | Sardine: 94 | Crab: 63 | Shark: 5 | Total: 3143
Simulated Sec 125 | Algae: 2609 | Sardine: 95 | Crab: 62 | Shark: 5 | Total: 3162
Simulated Sec 126 | Algae: 2636 | Sardine: 97 | Crab: 64 | Shark: 5 | Total: 3182
Simulated Sec 127 | Algae: 2626 | Sardine: 96 | Crab: 66 | Shark: 4 | Total: 3167
Simulated Sec 128 | Algae: 2643 | Sardine: 94 | Crab: 64 | Shark: 4 | Total: 3176
Simulated Sec 129 | Algae: 2684 | Sardine: 88 | Crab: 66 | Shark: 4 | Total: 3216
Simulated Sec 130 | Algae: 2713 | Sardine: 78 | Crab: 64 | Shark: 4 | Total: 3240
Simulated Sec 131 | Algae: 2740 | Sardine: 80 | Crab: 65 | Shark: 3 | Total: 3265
Simulated Sec 132 | Algae: 2813 | Sardine: 77 | Crab: 70 | Shark: 2 | Total: 3337
Simulated Sec 133 | Algae: 2876 | Sardine: 74 | Crab: 68 | Shark: 2 | Total: 3387
Simulated Sec 134 | Algae: 2978 | Sardine: 74 | Crab: 68 | Shark: 2 | Total: 3473
Simulated Sec 135 | Algae: 3045 | Sardine: 76 | Crab: 68 | Shark: 2 | Total: 3525
Simulated Sec 136 | Algae: 3119 | Sardine: 75 | Crab: 69 | Shark: 2 | Total: 3588
Simulated Sec 137 | Algae: 3178 | Sardine: 77 | Crab: 68 | Shark: 2 | Total: 3638
Simulated Sec 138 | Algae: 3246 | Sardine: 78 | Crab: 68 | Shark: 2 | Total: 3693
Simulated Sec 139 | Algae: 3274 | Sardine: 70 | Crab: 68 | Shark: 2 | Total: 3720
Simulated Sec 140 | Algae: 3324 | Sardine: 72 | Crab: 68 | Shark: 2 | Total: 3770
Simulated Sec 141 | Algae: 3363 | Sardine: 70 | Crab: 68 | Shark: 2 | Total: 3806
Simulated Sec 142 | Algae: 3396 | Sardine: 65 | Crab: 69 | Shark: 2 | Total: 3835
Simulated Sec 143 | Algae: 3425 | Sardine: 64 | Crab: 69 | Shark: 2 | Total: 3863
Simulated Sec 144 | Algae: 3444 | Sardine: 63 | Crab: 68 | Shark: 3 | Total: 3876
Simulated Sec 145 | Algae: 3485 | Sardine: 64 | Crab: 70 | Shark: 3 | Total: 3918
Simulated Sec 146 | Algae: 3526 | Sardine: 61 | Crab: 69 | Shark: 3 | Total: 3959
Simulated Sec 147 | Algae: 3553 | Sardine: 61 | Crab: 69 | Shark: 3 | Total: 3978
Simulated Sec 148 | Algae: 3583 | Sardine: 65 | Crab: 68 | Shark: 3 | Total: 4009
Simulated Sec 149 | Algae: 3622 | Sardine: 66 | Crab: 68 | Shark: 3 | Total: 4044
Simulated Sec 150 | Algae: 3654 | Sardine: 63 | Crab: 66 | Shark: 3 | Total: 4063
Simulated Sec 151 | Algae: 3677 | Sardine: 64 | Crab: 66 | Shark: 3 | Total: 4079
Simulated Sec 152 | Algae: 3748 | Sardine: 63 | Crab: 69 | Shark: 3 | Total: 4147
Simulated Sec 153 | Algae: 3788 | Sardine: 66 | Crab: 67 | Shark: 3 | Total: 4180
Simulated Sec 154 | Algae: 3819 | Sardine: 68 | Crab: 64 | Shark: 3 | Total: 4209
Simulated Sec 155 | Algae: 3859 | Sardine: 69 | Crab: 65 | Shark: 3 | Total: 4247
Simulated Sec 156 | Algae: 3905 | Sardine: 68 | Crab: 65 | Shark: 3 | Total: 4288
Simulated Sec 157 | Algae: 3935 | Sardine: 68 | Crab: 64 | Shark: 3 | Total: 4318
Simulated Sec 158 | Algae: 3986 | Sardine: 66 | Crab: 58 | Shark: 3 | Total: 4358
Simulated Sec 159 | Algae: 4031 | Sardine: 67 | Crab: 58 | Shark: 3 | Total: 4396
Simulated Sec 160 | Algae: 4069 | Sardine: 64 | Crab: 57 | Shark: 3 | Total: 4425
Simulated Sec 161 | Algae: 4101 | Sardine: 65 | Crab: 56 | Shark: 3 | Total: 4450
Simulated Sec 162 | Algae: 4119 | Sardine: 67 | Crab: 55 | Shark: 3 | Total: 4466
Simulated Sec 163 | Algae: 4171 | Sardine: 61 | Crab: 57 | Shark: 3 | Total: 4511
Simulated Sec 164 | Algae: 4258 | Sardine: 57 | Crab: 58 | Shark: 3 | Total: 4589
Simulated Sec 165 | Algae: 4412 | Sardine: 56 | Crab: 58 | Shark: 3 | Total: 4732
Simulated Sec 166 | Algae: 4557 | Sardine: 53 | Crab: 57 | Shark: 3 | Total: 4872
Simulated Sec 167 | Algae: 4703 | Sardine: 53 | Crab: 56 | Shark: 3 | Total: 5011
Simulated Sec 168 | Algae: 4910 | Sardine: 52 | Crab: 51 | Shark: 3 | Total: 5213
Simulated Sec 169 | Algae: 4999 | Sardine: 51 | Crab: 55 | Shark: 3 | Total: 5299
Simulated Sec 170 | Algae: 5114 | Sardine: 50 | Crab: 53 | Shark: 3 | Total: 5410
Simulated Sec 171 | Algae: 5234 | Sardine: 48 | Crab: 50 | Shark: 3 | Total: 5523
Simulated Sec 172 | Algae: 5411 | Sardine: 48 | Crab: 51 | Shark: 3 | Total: 5691
Simulated Sec 173 | Algae: 5522 | Sardine: 48 | Crab: 51 | Shark: 3 | Total: 5799
Simulated Sec 174 | Algae: 5593 | Sardine: 47 | Crab: 50 | Shark: 3 | Total: 5865
Simulated Sec 175 | Algae: 5686 | Sardine: 46 | Crab: 50 | Shark: 3 | Total: 5954
Simulated Sec 176 | Algae: 5776 | Sardine: 45 | Crab: 47 | Shark: 3 | Total: 6044
Simulated Sec 177 | Algae: 5837 | Sardine: 45 | Crab: 47 | Shark: 2 | Total: 6103
Simulated Sec 178 | Algae: 5901 | Sardine: 45 | Crab: 47 | Shark: 1 | Total: 6163
Simulated Sec 179 | Algae: 5971 | Sardine: 47 | Crab: 47 | Shark: 0 | Total: 6231
COLLAPSE: Species extinct!
BEATS.pde:222:0:222:0: RuntimeException: COLLAPSE: Species extinct!
